element,fixture,total_points
571.0,226.0,0.0
571.0,240.0,0.0
571.0,250.0,0.0
571.0,260.0,0.0
571.0,267.0,0.0
571.0,280.0,0.0
571.0,291.0,0.0
572.0,10.0,2.0
572.0,20.0,0.0
572.0,27.0,5.0
572.0,36.0,0.0
572.0,50.0,0.0
572.0,58.0,2.0
572.0,70.0,2.0
572.0,80.0,1.0
572.0,82.0,0.0
572.0,100.0,1.0
572.0,109.0,1.0
572.0,120.0,2.0
572.0,124.0,1.0
572.0,131.0,4.0
572.0,149.0,6.0
572.0,160.0,2.0
572.0,170.0,1.0
572.0,180.0,2.0
572.0,183.0,2.0
572.0,200.0,6.0
572.0,204.0,6.0
572.0,218.0,0.0
572.0,226.0,0.0
572.0,240.0,1.0
572.0,250.0,2.0
572.0,260.0,5.0
572.0,267.0,1.0
572.0,280.0,4.0
572.0,291.0,1.0
573.0,10.0,0.0
573.0,20.0,1.0
573.0,27.0,1.0
573.0,36.0,0.0
573.0,50.0,0.0
573.0,58.0,1.0
573.0,70.0,2.0
573.0,80.0,2.0
573.0,82.0,2.0
573.0,100.0,4.0
573.0,109.0,2.0
573.0,120.0,2.0
573.0,124.0,1.0
573.0,131.0,1.0
573.0,149.0,9.0
573.0,160.0,2.0
573.0,170.0,0.0
573.0,180.0,2.0
573.0,183.0,5.0
573.0,200.0,6.0
573.0,204.0,5.0
573.0,218.0,1.0
573.0,226.0,1.0
573.0,240.0,1.0
573.0,250.0,2.0
573.0,260.0,5.0
573.0,267.0,0.0
573.0,280.0,4.0
573.0,291.0,1.0
574.0,10.0,0.0
574.0,20.0,0.0
574.0,27.0,0.0
574.0,36.0,1.0
574.0,50.0,1.0
574.0,58.0,1.0
574.0,70.0,1.0
574.0,80.0,1.0
574.0,82.0,1.0
574.0,100.0,1.0
574.0,109.0,1.0
574.0,120.0,0.0
574.0,124.0,0.0
574.0,131.0,2.0
574.0,149.0,1.0
574.0,160.0,1.0
574.0,170.0,0.0
574.0,180.0,0.0
574.0,183.0,0.0
574.0,200.0,1.0
574.0,204.0,0.0
574.0,218.0,0.0
574.0,226.0,0.0
574.0,240.0,0.0
574.0,250.0,1.0
574.0,260.0,0.0
574.0,267.0,1.0
574.0,280.0,0.0
574.0,291.0,0.0
575.0,4.0,0.0
575.0,26.0,0.0
575.0,38.0,0.0
575.0,44.0,2.0
575.0,58.0,3.0
575.0,63.0,7.0
575.0,15.0,1.0
575.0,77.0,1.0
575.0,88.0,4.0
575.0,92.0,-1.0
575.0,105.0,2.0
575.0,118.0,1.0
575.0,125.0,1.0
575.0,133.0,1.0
575.0,146.0,0.0
575.0,156.0,1.0
575.0,175.0,0.0
575.0,190.0,0.0
575.0,195.0,0.0
575.0,205.0,0.0
575.0,214.0,0.0
575.0,229.0,0.0
575.0,235.0,0.0
575.0,245.0,0.0
575.0,257.0,0.0
575.0,265.0,0.0
575.0,276.0,0.0
575.0,162.0,0.0
575.0,287.0,0.0
575.0,300.0,0.0
576.0,7.0,2.0
576.0,17.0,1.0
576.0,30.0,1.0
576.0,40.0,1.0
576.0,48.0,3.0
576.0,60.0,-3.0
576.0,69.0,1.0
576.0,76.0,0.0
576.0,89.0,1.0
576.0,91.0,0.0
576.0,109.0,2.0
576.0,114.0,1.0
576.0,129.0,0.0
576.0,134.0,0.0
576.0,147.0,1.0
576.0,158.0,6.0
576.0,165.0,0.0
576.0,171.0,2.0
576.0,190.0,-2.0
576.0,196.0,1.0
576.0,210.0,1.0
576.0,212.0,0.0
576.0,230.0,1.0
576.0,235.0,2.0
576.0,249.0,-2.0
576.0,260.0,2.0
576.0,269.0,-1.0
576.0,273.0,7.0
576.0,299.0,1.0
577.0,3.0,0.0
577.0,19.0,1.0
577.0,24.0,2.0
577.0,38.0,0.0
577.0,49.0,0.0
577.0,57.0,0.0
577.0,69.0,0.0
577.0,79.0,0.0
577.0,81.0,0.0
577.0,99.0,0.0
577.0,101.0,0.0
577.0,119.0,1.0
577.0,122.0,0.0
577.0,140.0,0.0
577.0,148.0,0.0
577.0,155.0,1.0
577.0,170.0,0.0
577.0,179.0,0.0
577.0,181.0,6.0
577.0,199.0,6.0
577.0,210.0,0.0
577.0,217.0,0.0
577.0,228.0,0.0
577.0,239.0,0.0
577.0,248.0,0.0
577.0,259.0,0.0
577.0,263.0,1.0
577.0,279.0,0.0
577.0,289.0,0.0
577.0,297.0,0.0
578.0,2.0,0.0
578.0,12.0,0.0
578.0,21.0,0.0
578.0,31.0,1.0
578.0,43.0,0.0
578.0,51.0,1.0
578.0,62.0,1.0
578.0,71.0,0.0
578.0,84.0,0.0
578.0,91.0,1.0
578.0,107.0,0.0
578.0,111.0,1.0
578.0,121.0,0.0
578.0,131.0,0.0
578.0,146.0,0.0
578.0,151.0,1.0
578.0,161.0,1.0
578.0,174.0,0.0
578.0,181.0,0.0
578.0,193.0,1.0
578.0,201.0,0.0
578.0,215.0,0.0
578.0,221.0,1.0
578.0,239.0,1.0
578.0,242.0,1.0
578.0,251.0,1.0
578.0,269.0,0.0
578.0,271.0,1.0
578.0,296.0,0.0
579.0,5.0,0.0
579.0,11.0,0.0
579.0,27.0,0.0
579.0,40.0,0.0
579.0,43.0,0.0
579.0,52.0,0.0
579.0,63.0,0.0
579.0,75.0,0.0
579.0,85.0,0.0
579.0,99.0,0.0
579.0,103.0,0.0
579.0,116.0,0.0
579.0,123.0,0.0
579.0,139.0,0.0
579.0,144.0,0.0
579.0,154.0,0.0
579.0,164.0,0.0
579.0,178.0,0.0
579.0,187.0,0.0
579.0,200.0,0.0
579.0,207.0,0.0
579.0,213.0,0.0
579.0,227.0,0.0
579.0,236.0,0.0
579.0,243.0,0.0
579.0,254.0,0.0
579.0,263.0,0.0
579.0,278.0,0.0
579.0,292.0,0.0
580.0,6.0,0.0
580.0,16.0,0.0
580.0,29.0,0.0
580.0,33.0,0.0
580.0,46.0,0.0
580.0,60.0,0.0
580.0,66.0,0.0
580.0,79.0,0.0
580.0,87.0,0.0
580.0,100.0,0.0
580.0,107.0,0.0
580.0,113.0,0.0
580.0,127.0,0.0
580.0,138.0,0.0
580.0,144.0,0.0
580.0,159.0,0.0
580.0,168.0,0.0
580.0,175.0,0.0
580.0,189.0,0.0
580.0,194.0,0.0
580.0,209.0,0.0
580.0,211.0,0.0
580.0,229.0,0.0
580.0,237.0,0.0
580.0,247.0,0.0
580.0,251.0,1.0
580.0,267.0,0.0
580.0,275.0,0.0
580.0,297.0,0.0
581.0,6.0,0.0
581.0,16.0,0.0
581.0,29.0,0.0
581.0,33.0,0.0
581.0,46.0,0.0
581.0,60.0,0.0
581.0,66.0,0.0
581.0,79.0,0.0
581.0,87.0,0.0
581.0,100.0,0.0
581.0,107.0,0.0
581.0,113.0,0.0
581.0,127.0,1.0
581.0,138.0,0.0
581.0,144.0,0.0
581.0,159.0,0.0
581.0,168.0,0.0
581.0,175.0,0.0
581.0,189.0,0.0
581.0,194.0,0.0
581.0,209.0,0.0
581.0,211.0,0.0
581.0,229.0,0.0
581.0,237.0,0.0
581.0,247.0,0.0
581.0,251.0,0.0
581.0,267.0,0.0
581.0,275.0,0.0
581.0,297.0,0.0
582.0,4.0,2.0
582.0,26.0,1.0
582.0,38.0,1.0
582.0,44.0,1.0
582.0,58.0,1.0
582.0,63.0,2.0
582.0,15.0,2.0
582.0,77.0,2.0
582.0,88.0,2.0
582.0,92.0,1.0
582.0,105.0,0.0
582.0,118.0,1.0
582.0,125.0,3.0
582.0,133.0,1.0
582.0,146.0,2.0
582.0,156.0,0.0
582.0,175.0,1.0
582.0,190.0,1.0
582.0,195.0,0.0
582.0,205.0,0.0
582.0,214.0,1.0
582.0,229.0,1.0
582.0,235.0,0.0
582.0,245.0,0.0
582.0,257.0,1.0
582.0,265.0,1.0
582.0,276.0,0.0
582.0,162.0,1.0
582.0,287.0,1.0
582.0,300.0,1.0
583.0,8.0,0.0
583.0,18.0,1.0
583.0,22.0,0.0
583.0,34.0,10.0
583.0,48.0,1.0
583.0,51.0,1.0
583.0,68.0,1.0
583.0,77.0,0.0
583.0,90.0,0.0
583.0,96.0,0.0
583.0,110.0,0.0
583.0,120.0,0.0
583.0,130.0,0.0
583.0,137.0,0.0
583.0,148.0,0.0
583.0,159.0,0.0
583.0,169.0,0.0
583.0,178.0,0.0
583.0,184.0,0.0
583.0,198.0,0.0
583.0,208.0,0.0
583.0,216.0,0.0
583.0,227.0,0.0
583.0,238.0,0.0
583.0,250.0,0.0
583.0,270.0,0.0
583.0,272.0,0.0
583.0,286.0,0.0
583.0,300.0,0.0
584.0,6.0,0.0
584.0,11.0,6.0
584.0,25.0,2.0
584.0,37.0,1.0
584.0,41.0,2.0
584.0,55.0,8.0
584.0,61.0,2.0
584.0,80.0,10.0
584.0,81.0,2.0
584.0,92.0,2.0
584.0,108.0,1.0
584.0,112.0,2.0
584.0,130.0,8.0
584.0,132.0,0.0
584.0,141.0,6.0
584.0,151.0,6.0
584.0,163.0,2.0
584.0,171.0,0.0
584.0,188.0,0.0
584.0,191.0,1.0
584.0,207.0,0.0
584.0,211.0,0.0
584.0,230.0,0.0
584.0,231.0,0.0
584.0,244.0,2.0
584.0,252.0,1.0
584.0,265.0,0.0
584.0,272.0,0.0
584.0,289.0,2.0
584.0,291.0,1.0
585.0,2.0,0.0
585.0,12.0,0.0
585.0,21.0,0.0
585.0,31.0,0.0
585.0,43.0,0.0
585.0,51.0,0.0
585.0,62.0,0.0
585.0,71.0,0.0
585.0,84.0,0.0
585.0,91.0,0.0
585.0,107.0,0.0
585.0,111.0,0.0
585.0,121.0,0.0
585.0,131.0,0.0
585.0,146.0,0.0
585.0,151.0,0.0
585.0,161.0,0.0
585.0,174.0,0.0
585.0,181.0,0.0
585.0,193.0,0.0
585.0,201.0,0.0
585.0,215.0,0.0
585.0,221.0,0.0
585.0,239.0,0.0
585.0,242.0,0.0
585.0,251.0,0.0
585.0,269.0,0.0
585.0,271.0,0.0
585.0,296.0,0.0
586.0,4.0,2.0
586.0,26.0,2.0
586.0,38.0,2.0
586.0,44.0,1.0
586.0,58.0,0.0
586.0,63.0,0.0
586.0,15.0,0.0
586.0,77.0,1.0
586.0,88.0,2.0
586.0,92.0,1.0
586.0,105.0,6.0
586.0,118.0,1.0
586.0,125.0,1.0
586.0,133.0,1.0
586.0,146.0,1.0
586.0,156.0,1.0
586.0,175.0,0.0
586.0,190.0,0.0
586.0,195.0,1.0
586.0,205.0,1.0
586.0,214.0,1.0
586.0,229.0,0.0
586.0,235.0,1.0
586.0,245.0,5.0
586.0,257.0,5.0
586.0,265.0,7.0
586.0,276.0,2.0
586.0,162.0,8.0
586.0,287.0,2.0
586.0,300.0,7.0
587.0,7.0,0.0
587.0,17.0,0.0
587.0,30.0,0.0
587.0,40.0,0.0
587.0,48.0,0.0
587.0,60.0,0.0
587.0,69.0,1.0
587.0,76.0,0.0
587.0,89.0,0.0
587.0,91.0,1.0
587.0,109.0,0.0
587.0,114.0,1.0
587.0,129.0,0.0
587.0,134.0,0.0
587.0,147.0,0.0
587.0,158.0,1.0
587.0,165.0,1.0
587.0,171.0,3.0
587.0,190.0,-1.0
587.0,196.0,2.0
587.0,210.0,0.0
587.0,212.0,1.0
587.0,230.0,0.0
587.0,235.0,0.0
587.0,249.0,0.0
587.0,260.0,0.0
587.0,269.0,0.0
587.0,273.0,0.0
587.0,299.0,0.0
588.0,5.0,2.0
588.0,11.0,0.0
588.0,27.0,2.0
588.0,40.0,1.0
588.0,43.0,1.0
588.0,52.0,1.0
588.0,63.0,1.0
588.0,75.0,5.0
588.0,85.0,-3.0
588.0,99.0,0.0
588.0,103.0,0.0
588.0,116.0,1.0
588.0,123.0,0.0
588.0,139.0,6.0
588.0,144.0,8.0
588.0,154.0,1.0
588.0,164.0,0.0
588.0,178.0,0.0
588.0,187.0,0.0
588.0,200.0,0.0
588.0,207.0,0.0
588.0,213.0,6.0
588.0,227.0,1.0
588.0,236.0,2.0
588.0,243.0,6.0
588.0,254.0,1.0
588.0,263.0,0.0
588.0,278.0,1.0
588.0,292.0,1.0
589.0,9.0,0.0
589.0,19.0,0.0
589.0,26.0,0.0
589.0,35.0,0.0
589.0,42.0,0.0
589.0,55.0,0.0
589.0,64.0,0.0
589.0,73.0,0.0
589.0,84.0,0.0
589.0,95.0,0.0
589.0,110.0,0.0
589.0,115.0,0.0
589.0,127.0,0.0
589.0,135.0,0.0
589.0,150.0,0.0
589.0,154.0,0.0
589.0,165.0,0.0
589.0,180.0,0.0
589.0,186.0,0.0
589.0,195.0,0.0
589.0,206.0,0.0
589.0,219.0,0.0
589.0,226.0,0.0
589.0,232.0,0.0
589.0,246.0,0.0
589.0,261.0,0.0
589.0,275.0,0.0
589.0,294.0,0.0
590.0,10.0,2.0
590.0,20.0,2.0
590.0,27.0,2.0
590.0,36.0,6.0
590.0,50.0,2.0
590.0,58.0,2.0
590.0,70.0,5.0
590.0,80.0,2.0
590.0,82.0,7.0
590.0,100.0,2.0
590.0,109.0,2.0
590.0,120.0,5.0
590.0,124.0,7.0
590.0,131.0,5.0
590.0,149.0,5.0
590.0,160.0,9.0
590.0,170.0,2.0
590.0,180.0,1.0
590.0,183.0,5.0
590.0,200.0,12.0
590.0,204.0,1.0
590.0,218.0,4.0
590.0,226.0,17.0
590.0,240.0,1.0
590.0,250.0,0.0
590.0,260.0,0.0
590.0,267.0,0.0
590.0,280.0,0.0
590.0,291.0,0.0
591.0,5.0,0.0
591.0,13.0,1.0
591.0,21.0,0.0
591.0,39.0,1.0
591.0,44.0,6.0
591.0,56.0,3.0
591.0,64.0,2.0
591.0,76.0,10.0
591.0,90.0,2.0
591.0,94.0,2.0
591.0,104.0,3.0
591.0,112.0,2.0
591.0,124.0,15.0
591.0,136.0,1.0
591.0,145.0,6.0
591.0,155.0,6.0
591.0,168.0,0.0
591.0,173.0,0.0
591.0,182.0,0.0
591.0,193.0,2.0
591.0,206.0,2.0
591.0,213.0,3.0
591.0,225.0,2.0
591.0,233.0,5.0
591.0,244.0,1.0
591.0,258.0,0.0
591.0,264.0,1.0
591.0,280.0,1.0
591.0,286.0,3.0
591.0,299.0,2.0
592.0,7.0,1.0
592.0,17.0,1.0
592.0,30.0,1.0
592.0,40.0,1.0
592.0,48.0,0.0
592.0,60.0,0.0
592.0,69.0,0.0
592.0,76.0,0.0
592.0,89.0,0.0
592.0,91.0,0.0
592.0,109.0,0.0
592.0,114.0,0.0
592.0,129.0,0.0
592.0,134.0,0.0
592.0,147.0,0.0
592.0,158.0,0.0
592.0,165.0,0.0
592.0,171.0,0.0
592.0,190.0,0.0
592.0,196.0,0.0
592.0,210.0,0.0
592.0,212.0,1.0
592.0,230.0,0.0
592.0,235.0,0.0
592.0,249.0,1.0
592.0,260.0,2.0
592.0,269.0,0.0
592.0,273.0,0.0
592.0,299.0,0.0
593.0,7.0,2.0
593.0,17.0,2.0
593.0,30.0,2.0
593.0,40.0,1.0
593.0,48.0,0.0
593.0,60.0,1.0
593.0,69.0,0.0
593.0,76.0,0.0
593.0,89.0,1.0
593.0,91.0,0.0
593.0,109.0,0.0
593.0,114.0,0.0
593.0,129.0,0.0
593.0,134.0,1.0
593.0,147.0,1.0
593.0,158.0,0.0
593.0,165.0,0.0
593.0,171.0,0.0
593.0,190.0,0.0
593.0,196.0,0.0
593.0,210.0,0.0
593.0,212.0,0.0
593.0,230.0,0.0
593.0,235.0,0.0
593.0,249.0,0.0
593.0,260.0,0.0
593.0,269.0,0.0
593.0,273.0,0.0
593.0,299.0,0.0
594.0,1.0,2.0
594.0,25.0,2.0
594.0,34.0,1.0
594.0,47.0,8.0
594.0,54.0,2.0
594.0,66.0,0.0
594.0,15.0,2.0
594.0,73.0,0.0
594.0,83.0,2.0
594.0,93.0,1.0
594.0,102.0,2.0
594.0,111.0,2.0
594.0,122.0,2.0
594.0,134.0,11.0
594.0,149.0,2.0
594.0,152.0,2.0
594.0,164.0,2.0
594.0,173.0,2.0
594.0,185.0,2.0
594.0,191.0,7.0
594.0,205.0,9.0
594.0,220.0,1.0
594.0,225.0,2.0
594.0,234.0,2.0
594.0,242.0,1.0
594.0,256.0,1.0
594.0,262.0,1.0
594.0,279.0,0.0
594.0,283.0,0.0
594.0,294.0,1.0
595.0,3.0,2.0
595.0,14.0,1.0
595.0,22.0,1.0
595.0,32.0,1.0
595.0,42.0,5.0
595.0,53.0,-1.0
595.0,62.0,1.0
595.0,75.0,1.0
595.0,82.0,2.0
595.0,93.0,1.0
595.0,106.0,-1.0
595.0,113.0,0.0
595.0,129.0,1.0
595.0,132.0,5.0
595.0,143.0,6.0
595.0,157.0,6.0
595.0,177.0,0.0
595.0,182.0,0.0
595.0,198.0,0.0
595.0,202.0,0.0
595.0,217.0,1.0
595.0,222.0,1.0
595.0,233.0,1.0
595.0,247.0,0.0
595.0,253.0,2.0
595.0,262.0,6.0
595.0,273.0,0.0
595.0,162.0,0.0
595.0,292.0,6.0
596.0,1.0,2.0
596.0,25.0,2.0
596.0,34.0,1.0
596.0,47.0,2.0
596.0,54.0,3.0
596.0,66.0,3.0
596.0,15.0,2.0
596.0,73.0,0.0
596.0,83.0,3.0
596.0,93.0,2.0
596.0,102.0,1.0
596.0,111.0,2.0
596.0,122.0,1.0
596.0,134.0,7.0
596.0,149.0,3.0
596.0,152.0,7.0
596.0,164.0,2.0
596.0,173.0,9.0
596.0,185.0,3.0
596.0,191.0,2.0
596.0,205.0,2.0
596.0,220.0,1.0
596.0,225.0,2.0
596.0,234.0,4.0
596.0,242.0,0.0
596.0,256.0,2.0
596.0,262.0,1.0
596.0,279.0,1.0
596.0,283.0,0.0
596.0,294.0,0.0
597.0,10.0,9.0
597.0,18.0,2.0
597.0,28.0,0.0
597.0,31.0,0.0
597.0,45.0,2.0
597.0,54.0,7.0
597.0,65.0,2.0
597.0,78.0,2.0
597.0,89.0,3.0
597.0,98.0,2.0
597.0,104.0,6.0
597.0,118.0,8.0
597.0,123.0,9.0
597.0,138.0,3.0
597.0,150.0,2.0
597.0,157.0,1.0
597.0,166.0,10.0
597.0,179.0,2.0
597.0,188.0,1.0
597.0,197.0,1.0
597.0,208.0,2.0
597.0,218.0,1.0
597.0,228.0,8.0
597.0,231.0,4.0
597.0,245.0,3.0
597.0,258.0,2.0
597.0,266.0,2.0
597.0,278.0,11.0
597.0,293.0,0.0
598.0,10.0,0.0
598.0,20.0,0.0
598.0,27.0,0.0
598.0,36.0,0.0
598.0,50.0,0.0
598.0,58.0,1.0
598.0,70.0,1.0
598.0,80.0,1.0
598.0,82.0,2.0
598.0,100.0,0.0
598.0,109.0,0.0
598.0,120.0,0.0
598.0,124.0,1.0
598.0,131.0,1.0
598.0,149.0,1.0
598.0,160.0,1.0
598.0,170.0,1.0
598.0,180.0,8.0
598.0,183.0,1.0
598.0,200.0,1.0
598.0,204.0,6.0
598.0,218.0,0.0
598.0,226.0,1.0
598.0,240.0,1.0
598.0,250.0,1.0
598.0,260.0,1.0
598.0,267.0,0.0
598.0,280.0,1.0
598.0,291.0,0.0
599.0,6.0,7.0
599.0,11.0,3.0
599.0,25.0,12.0
599.0,37.0,2.0
599.0,41.0,5.0
599.0,55.0,3.0
599.0,61.0,8.0
599.0,80.0,2.0
599.0,81.0,2.0
599.0,92.0,13.0
599.0,108.0,2.0
599.0,112.0,6.0
599.0,130.0,1.0
599.0,132.0,4.0
599.0,141.0,1.0
599.0,151.0,1.0
599.0,163.0,2.0
599.0,171.0,3.0
599.0,188.0,1.0
599.0,191.0,7.0
599.0,207.0,3.0
599.0,211.0,2.0
599.0,230.0,1.0
599.0,231.0,0.0
599.0,244.0,1.0
599.0,252.0,1.0
599.0,265.0,4.0
599.0,272.0,1.0
599.0,289.0,4.0
599.0,291.0,1.0
600.0,1.0,1.0
600.0,25.0,1.0
600.0,34.0,1.0
600.0,47.0,0.0
600.0,54.0,0.0
600.0,66.0,0.0
600.0,15.0,0.0
600.0,73.0,0.0
600.0,83.0,1.0
600.0,93.0,1.0
600.0,102.0,1.0
600.0,111.0,0.0
600.0,122.0,0.0
600.0,134.0,1.0
600.0,149.0,1.0
600.0,152.0,0.0
600.0,164.0,1.0
600.0,173.0,1.0
600.0,185.0,1.0
600.0,191.0,0.0
600.0,205.0,0.0
600.0,220.0,0.0
600.0,225.0,0.0
600.0,234.0,0.0
600.0,242.0,0.0
600.0,256.0,0.0
600.0,262.0,0.0
600.0,279.0,0.0
600.0,283.0,0.0
600.0,294.0,0.0
601.0,5.0,1.0
601.0,11.0,1.0
601.0,27.0,2.0
601.0,40.0,7.0
601.0,43.0,2.0
601.0,52.0,1.0
601.0,63.0,1.0
601.0,75.0,0.0
601.0,85.0,1.0
601.0,99.0,0.0
601.0,103.0,0.0
601.0,116.0,0.0
601.0,123.0,1.0
601.0,139.0,0.0
601.0,144.0,0.0
601.0,154.0,0.0
601.0,164.0,0.0
601.0,178.0,1.0
601.0,187.0,1.0
601.0,200.0,1.0
601.0,207.0,3.0
601.0,213.0,3.0
601.0,227.0,0.0
601.0,236.0,0.0
601.0,243.0,0.0
601.0,254.0,0.0
601.0,263.0,0.0
601.0,278.0,0.0
601.0,292.0,0.0
602.0,4.0,1.0
602.0,26.0,1.0
602.0,38.0,1.0
602.0,44.0,2.0
602.0,58.0,5.0
602.0,63.0,1.0
602.0,15.0,2.0
602.0,77.0,0.0
602.0,88.0,1.0
602.0,92.0,0.0
602.0,105.0,8.0
602.0,118.0,1.0
602.0,125.0,0.0
602.0,133.0,1.0
602.0,146.0,0.0
602.0,156.0,0.0
602.0,175.0,1.0
602.0,190.0,0.0
602.0,195.0,0.0
602.0,205.0,0.0
602.0,214.0,0.0
602.0,229.0,0.0
602.0,235.0,0.0
602.0,245.0,0.0
602.0,257.0,0.0
602.0,265.0,1.0
602.0,276.0,1.0
602.0,162.0,3.0
602.0,287.0,1.0
602.0,300.0,-1.0
603.0,6.0,11.0
603.0,16.0,0.0
603.0,29.0,1.0
603.0,33.0,1.0
603.0,46.0,3.0
603.0,60.0,1.0
603.0,66.0,0.0
603.0,79.0,0.0
603.0,87.0,0.0
603.0,100.0,0.0
603.0,107.0,0.0
603.0,113.0,0.0
603.0,127.0,0.0
603.0,138.0,0.0
603.0,144.0,0.0
603.0,159.0,0.0
603.0,168.0,0.0
603.0,175.0,0.0
603.0,189.0,0.0
603.0,194.0,0.0
603.0,209.0,0.0
603.0,211.0,0.0
603.0,229.0,6.0
603.0,237.0,1.0
603.0,247.0,2.0
603.0,251.0,1.0
603.0,267.0,1.0
603.0,275.0,0.0
603.0,297.0,11.0
604.0,2.0,0.0
604.0,17.0,0.0
604.0,28.0,0.0
604.0,35.0,5.0
604.0,47.0,2.0
604.0,59.0,1.0
604.0,67.0,0.0
604.0,74.0,0.0
604.0,88.0,1.0
604.0,97.0,1.0
604.0,108.0,14.0
604.0,119.0,4.0
604.0,128.0,1.0
604.0,139.0,0.0
604.0,145.0,0.0
604.0,160.0,0.0
604.0,169.0,0.0
604.0,177.0,1.0
604.0,189.0,2.0
604.0,197.0,2.0
604.0,203.0,0.0
604.0,215.0,0.0
604.0,222.0,0.0
604.0,237.0,0.0
604.0,248.0,0.0
604.0,252.0,0.0
604.0,268.0,0.0
604.0,274.0,0.0
604.0,287.0,0.0
604.0,298.0,2.0
605.0,1.0,2.0
605.0,25.0,2.0
605.0,34.0,5.0
605.0,47.0,2.0
605.0,54.0,2.0
605.0,66.0,1.0
605.0,15.0,3.0
605.0,73.0,1.0
605.0,83.0,1.0
605.0,93.0,2.0
605.0,102.0,2.0
605.0,111.0,2.0
605.0,122.0,6.0
605.0,134.0,8.0
605.0,149.0,1.0
605.0,152.0,0.0
605.0,164.0,0.0
605.0,173.0,0.0
605.0,185.0,0.0
605.0,191.0,0.0
605.0,205.0,0.0
605.0,220.0,0.0
605.0,225.0,0.0
605.0,234.0,0.0
605.0,242.0,0.0
605.0,256.0,0.0
605.0,262.0,0.0
605.0,279.0,0.0
605.0,283.0,0.0
605.0,294.0,0.0
606.0,4.0,0.0
606.0,20.0,0.0
606.0,24.0,0.0
606.0,33.0,0.0
606.0,45.0,0.0
606.0,53.0,0.0
606.0,61.0,0.0
606.0,72.0,1.0
606.0,86.0,0.0
606.0,94.0,2.0
606.0,103.0,1.0
606.0,114.0,3.0
606.0,128.0,0.0
606.0,135.0,0.0
606.0,142.0,2.0
606.0,152.0,1.0
606.0,161.0,1.0
606.0,172.0,1.0
606.0,184.0,1.0
606.0,199.0,0.0
606.0,204.0,0.0
606.0,214.0,-1.0
606.0,224.0,2.0
606.0,238.0,0.0
606.0,249.0,1.0
606.0,254.0,1.0
606.0,264.0,0.0
606.0,274.0,1.0
606.0,295.0,0.0
607.0,3.0,0.0
607.0,14.0,0.0
607.0,22.0,0.0
607.0,32.0,0.0
607.0,42.0,0.0
607.0,53.0,0.0
607.0,62.0,0.0
607.0,75.0,0.0
607.0,82.0,0.0
607.0,93.0,3.0
607.0,106.0,-1.0
607.0,113.0,0.0
607.0,129.0,0.0
607.0,132.0,0.0
607.0,143.0,0.0
607.0,157.0,0.0
607.0,177.0,0.0
607.0,182.0,0.0
607.0,198.0,0.0
607.0,202.0,0.0
607.0,217.0,0.0
607.0,222.0,0.0
607.0,233.0,0.0
607.0,247.0,0.0
607.0,253.0,0.0
607.0,262.0,0.0
607.0,273.0,0.0
607.0,162.0,0.0
607.0,292.0,0.0
608.0,1.0,1.0
608.0,25.0,1.0
608.0,34.0,1.0
608.0,47.0,0.0
608.0,54.0,1.0
608.0,66.0,1.0
608.0,15.0,6.0
608.0,73.0,1.0
608.0,83.0,1.0
608.0,93.0,1.0
608.0,102.0,1.0
608.0,111.0,1.0
608.0,122.0,0.0
608.0,134.0,8.0
608.0,149.0,2.0
608.0,152.0,0.0
608.0,164.0,2.0
608.0,173.0,1.0
608.0,185.0,1.0
608.0,191.0,0.0
608.0,205.0,1.0
608.0,220.0,0.0
608.0,225.0,1.0
608.0,234.0,1.0
608.0,242.0,1.0
608.0,256.0,0.0
608.0,262.0,2.0
608.0,279.0,1.0
608.0,283.0,11.0
608.0,294.0,1.0
609.0,9.0,1.0
609.0,19.0,0.0
609.0,26.0,0.0
609.0,35.0,1.0
609.0,42.0,1.0
609.0,55.0,0.0
609.0,64.0,1.0
609.0,73.0,1.0
609.0,84.0,0.0
609.0,95.0,1.0
609.0,110.0,0.0
609.0,115.0,0.0
609.0,127.0,0.0
609.0,135.0,1.0
609.0,150.0,0.0
609.0,154.0,1.0
609.0,165.0,1.0
609.0,180.0,1.0
609.0,186.0,1.0
609.0,195.0,0.0
609.0,206.0,0.0
609.0,219.0,0.0
609.0,226.0,0.0
609.0,232.0,0.0
609.0,246.0,0.0
609.0,261.0,0.0
609.0,275.0,0.0
609.0,294.0,0.0
610.0,5.0,0.0
610.0,13.0,1.0
610.0,21.0,-2.0
610.0,39.0,0.0
610.0,44.0,1.0
610.0,56.0,0.0
610.0,64.0,0.0
610.0,76.0,1.0
610.0,90.0,1.0
610.0,94.0,2.0
610.0,104.0,2.0
610.0,112.0,1.0
610.0,124.0,1.0
610.0,136.0,0.0
610.0,145.0,6.0
610.0,155.0,6.0
610.0,168.0,0.0
610.0,173.0,0.0
610.0,182.0,1.0
610.0,193.0,1.0
610.0,206.0,0.0
610.0,213.0,0.0
610.0,225.0,0.0
610.0,233.0,0.0
610.0,244.0,1.0
610.0,258.0,10.0
610.0,264.0,6.0
610.0,280.0,2.0
610.0,286.0,6.0
610.0,299.0,0.0
611.0,9.0,11.0
611.0,19.0,0.0
611.0,26.0,6.0
611.0,35.0,2.0
611.0,42.0,5.0
611.0,55.0,2.0
611.0,64.0,6.0
611.0,73.0,2.0
611.0,84.0,0.0
611.0,95.0,2.0
611.0,110.0,2.0
611.0,115.0,0.0
611.0,127.0,0.0
